2FvpqWYZ9mFicTENPtlTRc,5.59e-05,0.368,0.847,9.24e-05,0.197,0.459,0.0866,1,174.093,-3.892
5EfK3DZoPOzmVmN29GJKIm,0.00805,0.71,0.677,0.0931,0.112,0.467,0.0316,0,127.037,-8.186
4jFLw7QqWlv3lZr980HyYW,0.0134,0.479,0.844,3.91e-06,0.195,0.49,0.0819,0,159.852,-4.338
5hQZDntIU1PbXhmH94kZoM,0.0101,0.539,0.832,0.00437,0.638,0.287,0.256,0,76.503,-6.53
043IjYujEo3sEDuaBtWzu0,0.00069,0.529,0.767,0.00206,0.37,0.299,0.0407,1,87.462,-5.847
1YsPiKqxgsQjp1KR4Anhlp,0.00553,0.552,0.673,0,0.114,0.174,0.0298,0,89.993,-4.9
1g2EX9dYsIfpkpvbvby2g6,0.000453,0.429,0.964,0.00268,0.191,0.206,0.0901,0,146.048,-6.165
5yIHw5bnDscFViNtQRPlNn,0.0077,0.37,0.924,0,0.183,0.282,0.0846,1,159.723,-2.283
7mQrqwfuRTaRDAVEdb4N6Z,7.08e-05,0.515,0.735,0.00535,0.286,0.456,0.0388,1,128.026,-2.972
5Gb0fmr4k55Zj3OY9hbHhC,0.000899,0.551,0.98,4.16e-06,0.142,0.561,0.0451,0,119.041,-3.755
7oXIbtib1VHQAJCvuSg3rx,0.000254,0.515,0.942,0.000192,0.0932,0.707,0.0718,1,95.009,-4.131
2w1PqXuQG6Fjum7259GzO8,0.000583,0.747,0.842,1.68e-05,0.0785,0.558,0.0489,1,129.976,-2.912
2loEXJRB5ExGcUHYX365R5,0.125,0.723,0.927,0,0.0648,0.874,0.106,0,98.017,-4.326
4lFOhx1hVbzOFQY7CLrThc,0.1,0.539,0.894,1.69e-05,0.1,0.509,0.0469,0,90.004,-4.483
3GSMJpuz3rFU8WtCws1rv5,0.00359,0.399,0.87,0,0.361,0.298,0.0532,0,149.081,-4.91
3VTlWV4YoSgVvyfJI0IMZR,0.0102,0.528,0.929,0.00166,0.334,0.653,0.051,0,102.994,-3.346
0UOtF2ojhKGYEjvZ28ZA6d,1.17e-05,0.492,0.93,0,0.307,0.431,0.0396,0,126.039,-3.826
7n3u7RrzdXGVcclBEp9aSa,0.28,0.597,0.646,0,0.111,0.364,0.0344,0,126.951,-7.378
1Qw4FBX30bGdutJ19HBD7T,0.0233,0.64,0.796,0,0.239,0.164,0.0606,1,122.905,-5.141
27ITlhgZIx0ZYwaLYYDBsi,0.239,0.795,0.783,2.93e-06,0.0488,0.864,0.0773,0,122.98,-4.715
6ft4hAq6yde8jPZY2i5zLr,0.0689,0.632,0.595,0,0.209,0.435,0.0401,0,124.114,-7.644
5WNa0eaGNwQ1ZXTHVlULpd,0.143,0.773,0.652,0.024,0.44,0.453,0.0807,0,126.007,-9.187
20McUFi8KCIVdNDLrkTDuZ,0.325,0.767,0.659,0,0.13,0.439,0.0444,1,124.946,-7.429
0yU8ftsMI0LDMtee8TDsDR,0.0197,0.849,0.682,0.00143,0.0996,0.928,0.123,1,121.997,-6.241
39umHdGKfpnjY4TFtnoQ51,0.00415,0.712,0.891,0,0.258,0.735,0.0401,0,126.012,-2.76
7CH8J4ulT49UfZwSDSkSZA,0.0387,0.668,0.726,0,0.134,0.453,0.0468,1,124.075,-7.512
2aOK6TRYn4DneIBHJOAQ4r,0.164,0.726,0.759,0.000448,0.0891,0.56,0.0428,0,123.923,-5.107
5VNcKdmfAAsfbxbuo1Y7Vl,0.0688,0.687,0.645,0,0.114,0.732,0.127,1,93.76,-4.745
5WYB4aZkflwjAApBoDCYkz,0.0424,0.697,0.81,0.000233,0.322,0.558,0.0669,0,125.979,-5.128
48fPdAwGVoSkGK8GSez9yx,0.184,0.768,0.908,0.546,0.0583,0.423,0.0486,0,120.042,-5.014
6f3Slt0GbA2bPZlz0aIFXN,0.414,0.798,0.62,0.0192,0.112,0.235,0.232,0,120.031,-7.079
5seWZTjT0U8a7cy3Y5NJQ9,0.0699,0.759,0.845,8.65e-05,0.215,0.694,0.0421,0,124.0,-6.794
5D246C2tLKCTeZgcsRfvcA,0.044,0.846,0.554,0.000367,0.0797,0.784,0.0559,0,113.968,-8.753
0GTPmh5G40joBg93vcSQNq,0.00829,0.698,0.719,4.01e-06,0.326,0.364,0.0455,0,120.062,-4.923
7C1trmcQQ5n5RNy4l6ziCv,0.406,0.682,0.7,0,0.174,0.637,0.0397,1,120.03,-5.591
14ngWWxvUSnIMXgF6rzSk1,0.0247,0.798,0.828,2.55e-06,0.121,0.6,0.193,1,124.962,-5.36
5QUbOFOkbDlt4ZY7bdL4Am,0.0204,0.746,0.576,0.0811,0.0959,0.0769,0.0345,0,123.036,-4.796
1bmvJkAA8Yz9bv6y3WOj3U,0.00544,0.793,0.701,0,0.164,0.62,0.0428,1,123.964,-4.764
5k1uIPpsHmnbWFr4nbpdYb,0.0426,0.637,0.868,2.12e-05,0.288,0.444,0.0555,0,100.048,-4.921
06kxa3al7bUqRRo5nAFduZ,0.0819,0.494,0.651,0,0.104,0.162,0.0384,0,149.979,-4.127
5ad6HGAiatmKHXMI0OSodk,0.0112,0.797,0.66,0.00739,0.297,0.317,0.0816,1,122.02,-6.883
17zdyEVw9oe9FBDevjOl5c,0.176,0.659,0.76,0.109,0.135,0.0519,0.0381,0,122.0,-12.506
6cx06DFPPHchuUAcTxznu9,0.168,0.734,0.874,1.14e-05,0.0489,0.905,0.0662,1,122.953,-3.158
4Np4NOxEBsYvPNBZ8W0BDu,0.00634,0.679,0.707,0.855,0.18,0.258,0.04,1,120.007,-11.453
0DmAvNCAK08oCi7miSZUIY,0.197,0.676,0.786,0,0.0943,0.483,0.0478,1,125.983,-4.529
17bGtGqqaXOgVnhnfx5NlE,0.00441,0.641,0.529,0.000862,0.0809,0.449,0.0288,1,121.027,-11.536
67rWoODE6VWSYz0ECqJWVS,0.0616,0.78,0.844,0.000479,0.146,0.371,0.17,1,125.005,-5.726
7k3uKOLzMCvYM00E3QZTSq,0.0247,0.7,0.764,0,0.162,0.424,0.0314,0,125.02,-4.836
6IiCb4PCrDgqLuDWgHhFi7,0.169,0.64,0.683,0,0.109,0.4,0.0434,1,146.058,-4.309
3mvwfSbI3vM5mu7D9RDfFh,0.00135,0.767,0.858,3.04e-05,0.188,0.634,0.0636,0,118.979,-2.716
1gAPybZsQhhr7L8WgDneyj,0.00374,0.82,0.948,0.943,0.068,0.551,0.092,1,123.991,-3.154
3qY5bS9bKs5HedrAiWfP6x,0.104,0.885,0.725,0.585,0.0738,0.759,0.0631,0,120.0,-6.52
1tmmuHXXaI7gbQm88iw14j,0.0287,0.535,0.813,0,0.126,0.31,0.0613,1,121.944,-4.856
5KodOrv9iFso1iYp82eVhF,0.0157,0.688,0.717,0.257,0.107,0.87,0.0365,1,124.966,-7.04
3vNsOdrDl6UbCv03oqLvUx,0.0539,0.65,0.738,0,0.206,0.336,0.158,0,119.827,-6.46
5L9q6ezwkinZ47fUwj2Jfl,0.136,0.89,0.548,0.666,0.108,0.706,0.171,1,124.031,-9.455
055Mme9ReKK99jRFA5UJ55,0.0542,0.693,0.913,6.87e-05,0.231,0.795,0.0298,1,123.989,-3.035
5HFPK8mcO6BGPZNeZPZI5L,0.00112,0.584,0.865,0.433,0.122,0.0743,0.0321,1,126.003,-5.951
0WDHsTEgyvjw4EM24O0Tyd,0.169,0.684,0.873,1.53e-05,0.117,0.374,0.0644,1,125.906,-4.94
5DF2KFDVeC7wF5CXipl9WN,0.145,0.711,0.876,0,0.116,0.706,0.0551,1,122.969,-4.144
3Be7CLdHZpyzsVijme39cW,0.275,0.75,0.664,0,0.0632,0.617,0.154,0,105.023,-5.908
0Y9qJSwdV2LvPnFmAbNIc8,0.58,0.595,0.752,0,0.105,0.758,0.097,1,199.971,-5.232
133YafRPaKLYCR28FSbN4M,0.0435,0.471,0.895,0.00747,0.105,0.114,0.0458,0,122.954,-6.622
7eJqLdEQ96D5Xzc406xkeZ,0.00353,0.473,0.929,0.000289,0.113,0.771,0.0406,0,160.076,-3.825
2MlOUXmcofMackX3bxfSwi,0.0185,0.88,0.483,8.75e-06,0.0607,0.827,0.0504,1,124.009,-7.012
6UcQPAH459nMfAXAvV9Udc,4.44e-05,0.55,0.791,1.02e-06,0.103,0.321,0.0494,1,128.034,-5.543
73X9X7kDgsm4YeHpc8prf6,0.347,0.819,0.599,0.824,0.083,0.489,0.039,1,127.986,-6.778
3SXRZuCEGbbxsPiHyqwWuG,0.00833,0.639,0.631,0.146,0.119,0.197,0.033,0,121.968,-10.686
47ReVc3e4YlHxh0t0gBk6l,0.0487,0.469,0.631,0.000343,0.344,0.0399,0.0423,1,147.935,-7.399
5Rse8If81NbzXL1ARjHOTB,0.0397,0.686,0.867,4.18e-05,0.396,0.691,0.0449,0,126.068,-4.396
5teUF4mrvsIEnKILsrNyNH,0.137,0.646,0.868,0,0.583,0.693,0.0513,0,125.022,-4.316
0SyyLzNHa2bp8OQXYqFgpw,0.232,0.648,0.672,0.113,0.1,0.178,0.0411,1,99.992,-9.322
3HYCPBUC827RcXZsfwAU4l,0.000713,0.867,0.665,0.323,0.286,0.55,0.0639,0,126.005,-8.802
6VfKN3j3Cqb7nMWZPIX3bJ,0.0401,0.737,0.681,0.0011,0.31,0.799,0.0536,0,124.023,-10.063
4WZkUCTbsSB7ivrZhHy9YF,0.413,0.382,0.601,0.0495,0.379,0.105,0.0799,1,130.98,-6.899
6dMZduF6Qs2WiSzQs7gqk5,0.828,0.618,0.802,0.388,0.228,0.681,0.0312,0,122.003,-5.743
6lhZLbb0czULpjb2kFryPS,0.00882,0.662,0.868,0.00244,0.584,0.353,0.0341,1,92.998,-4.025
50v2TSRV31bwpAPkjWejNL,0.0459,0.757,0.813,0,0.0741,0.668,0.0438,1,121.034,-4.661
4eVU4U063iMLFJFXb9kzkb,0.0442,0.797,0.672,0.0027,0.149,0.561,0.0477,1,131.978,-6.135
6KddlPfPQ0L8MyffEpo63p,0.0129,0.567,0.738,7.27e-05,0.207,0.432,0.154,0,121.936,-6.03
5Y3ajUQ28XPaXsMIlVH1Bv,0.00238,0.829,0.718,0.012,0.0746,0.538,0.0518,1,118.048,-5.888
0AlHwHvgbjkRKDaTI6YDHD,0.00247,0.521,0.888,0.00108,0.115,0.115,0.0443,0,125.986,-5.645
3rgTS3933lMWoPiN6CW4qY,0.0107,0.744,0.866,0.0537,0.528,0.302,0.106,1,128.027,-4.834
0jEcG9tyrn0gL2IPTNTMKl,0.0976,0.672,0.857,0.000111,0.679,0.303,0.0428,0,123.966,-5.456
6HjdL6nsBMykh2ehTv1kbb,0.00207,0.573,0.855,2.03e-05,0.39,0.15,0.0413,1,125.001,-4.447
277xBb6mGl8yNEY3tjntiP,0.0905,0.897,0.827,0.036,0.112,0.529,0.165,0,130.004,-5.465
6xB0rPxU3ncmMPgGDaD24M,0.121,0.726,0.799,0,0.181,0.522,0.0678,0,118.014,-3.776
2dh6Pnl5egc1FrQS6EsW4n,0.0426,0.632,0.868,0.263,0.307,0.455,0.0357,1,122.98,-6.254
03BNYIFys3mkjnc0kqNDIS,0.0292,0.879,0.483,0.000258,0.08,0.433,0.0519,0,120.029,-5.164
4DBLAy03Xk88LOVtrOQ1RD,0.00782,0.588,0.8,0.000819,0.289,0.263,0.0377,0,124.001,-7.875
0NHBjddjKTkJQvEb5oTilt,0.313,0.771,0.729,0.00452,0.236,0.689,0.0372,1,124.047,-7.554
6YPJ5TbzwDltVrRR39bGzC,0.00369,0.889,0.924,0.186,0.266,0.494,0.109,0,113.025,-3.659
4IKa5EKTmhKvV1wuTJf9Eq,0.0352,0.605,0.873,0.0041,0.0644,0.343,0.035,1,122.998,-6.267
